SK_ID_CURR,TARGET
100001,0.07812258614144253
100005,0.11600702508387603
100013,0.10565204909318167
100028,0.06847957304580121
100038,0.11991888939961623
100042,0.07625095819933572
100057,0.09754163551736462
100065,0.13050831963403225
100066,0.07310490017058062
100067,0.11403633153197418
100074,0.07541303132620901
100090,0.11155148885652509
100091,0.11480600094053017
100092,0.10312257267021378
100106,0.14779586481207493
100107,0.11327134987732493
100109,0.10468847711353303
100117,0.0921212165485011
100128,0.08753334453919134
100141,0.09540651603844659
100150,0.08511673160051621
100168,0.09017652577567942
100169,0.07150195968467479
100170,0.09290240378682553
100171,0.10381909258318535
100172,0.11285676277294343
100184,0.08543134965711084
100187,0.07873916598811001
100212,0.10290873622728408
100222,0.09153447852481739
100223,0.08676347124247064
100232,0.0960046716653756
100241,0.1266719488939884
100245,0.09305265835953394
100253,0.08355106840521355
100256,0.09646767037617758
100271,0.07954202597879344
100278,0.0938007817878269
100280,0.09432047866057361
100306,0.13367441285502077
100311,0.10411228983676961
100312,0.08544964497916466
100330,0.08057753414815515
100331,0.09438151726920417
100352,0.10740160014954217
100358,0.08882080585209515
100367,0.0936400484855664
100382,0.09344887100535296
100384,0.08521622692278455
100385,0.12766466229726675
100386,0.10865076045155288
100399,0.08993746577204269
100404,0.08002705914577479
100416,0.09871952273659546
100422,0.11256845112723038
100426,0.09376696759804615
100438,0.081809253209064
100444,0.11972176103715367
100445,0.11757518521222318
100446,0.12626395061049217
100447,0.08552993893808973
100450,0.09188762784243044
100466,0.10058335503857119
100483,0.09218632292489731
100484,0.07544049545687563
100494,0.08912212338760103
100510,0.12008819868002324
100512,0.07922569902601648
100517,0.08193045263001104
100548,0.08038008352861342
100551,0.08827832402149842
100552,0.1165990904645868
100553,0.09828374737220981
100561,0.09188632171864276
100568,0.10125242100493317
100569,0.09296790255671505
100591,0.10536877962011539
100592,0.06852705059132205
100602,0.12332916384128656
100607,0.08645257465732946
100613,0.09766730975090299
100617,0.09704526852708734
100618,0.09663517651023992
100622,0.14226009864447228
100625,0.13380326230909362
100677,0.0865061961527324
100699,0.08410333235046877
100702,0.11020909785905726
100711,0.1000282737538855
100729,0.12308454696741937
100740,0.1167261853519663
100744,0.10280063765211297
100745,0.10740167987081421
100747,0.09592505253028125
100751,0.10461901018602127
100752,0.094251789698762
100753,0.12566199195808883
100754,0.09042940160875099
100760,0.11716288467477429
100762,0.10296210963890774
100763,0.08565717695192533
100765,0.08725800315168157
100770,0.10515694637890077
100772,0.10519188138788388
100777,0.0987612388039204
100791,0.08353353275256085
100792,0.07398374992580978
100797,0.09691344162263253
100823,0.10291492849192789
100826,0.09938285003950784
100830,0.08972070098478975
100836,0.1250743343237823
100872,0.08991028479303753
100910,0.09319087144565842
100913,0.07061910775562101
100918,0.08613435429110491
100931,0.07366045979150826
100952,0.11912518710283887
100953,0.1334288542103027
100965,0.10716508935774155
100970,0.09886993077875308
100982,0.12077718903932719
100983,0.08969900556325823
100984,0.0811808342710878
100987,0.11569126734821185
100997,0.10748808209700664
100998,0.12641584349386822
101002,0.1010919376977522
101005,0.12112038933857645
101008,0.1144799561321704
101020,0.0966397337239812
101021,0.09538127185044633
101024,0.10905671160702671
101025,0.1152312034649069
101026,0.11274549042377308
101031,0.10100442995341474
101041,0.07138094393607243
101051,0.09270144214224646
101055,0.09013859375515845
101056,0.13006432775493118
101057,0.10484641062138916
101064,0.09239094024289739
101079,0.08459109639508872
101087,0.10118499719303199
101090,0.08399237851698342
101092,0.09862507346319023
101097,0.1016546059907461
101099,0.07484212642217539
101107,0.0942705341160071
101118,0.0952938211792771
101125,0.10824428277597442
101126,0.10109717418159646
101128,0.09777181502972221
101136,0.12383248470978864
101140,0.1118136759980624
101149,0.08568098881201243
101160,0.09794046064815551
101169,0.10826751382980032
101181,0.08491940318120896
101186,0.08144733917990343
101190,0.098704519750999
101193,0.116620782110176
101194,0.09760637269879174
101198,0.10004362661214435
101200,0.09779704416413765
101204,0.10962190169924407
101211,0.10064628154441696
101213,0.09718094642252127
101223,0.0792312237369619
101225,0.09603386161346712
101237,0.0905463619608034
101243,0.09287353075785362
101244,0.10140804238713616
101258,0.08807695170020577
101259,0.13707361186862801
101268,0.10137472047741196
101269,0.0770290745021503
101271,0.10640981354284075
101279,0.09302054059986678
101281,0.10045029931075906
101287,0.08496147560390914
101292,0.1146697763833953
101294,0.08644117208598709
101296,0.08881192228510357
101297,0.09688509430481998
101299,0.07669550638025667
101301,0.08740166833578715
101305,0.09288323852672643
101308,0.08504561620289043
101318,0.07641653618745604
101327,0.10619478004427106
101329,0.10269746883048922
101332,0.09104790599737315
101337,0.10120242909532304
101343,0.08023040641396789
101345,0.10604231633263533
101346,0.09938121312582401
101353,0.08062496447239793
101354,0.10926697952369449
101355,0.09164028423836472
101356,0.07619932518899895
101362,0.10858692115735834
101363,0.10391555759663239
101365,0.10017490109757687
101366,0.10170572318403578
101367,0.10951516335496339
101368,0.07703697106987342
101374,0.11940588886382263
101380,0.0741111096064868
101383,0.08873914149135276
101398,0.07469355132632169
101399,0.1200290445264955
101401,0.08773409577717863
101412,0.10537230842509135
101426,0.10585349605696832
101427,0.12281148019812338
101428,0.1011432516249698
101429,0.10188772491846414
101434,0.07739400052307584
101440,0.09937530415787822
101448,0.10115670347794056
101449,0.08746743362518682
101465,0.08754823770984001
101467,0.07485080041926613
101472,0.13330471317579815
101478,0.09033422456316803
101497,0.09519415801749445
101504,0.07616888202350101
101547,0.1019933421011616
101548,0.10377641793064452
101555,0.08692647222110075
101570,0.1033554399966252
101572,0.08151154876632667
101578,0.09144557958891839
101580,0.09959099215023158
101588,0.10609213159307833
101602,0.08669983063697505
101610,0.10535231292111615
101614,0.11708126754413
101616,0.10248932555436686
101643,0.09538973670840174
101644,0.10513862013733115
101649,0.09288836925869208
101650,0.1017338244777917
101665,0.08555802819994114
101667,0.13135097705120038
101669,0.07745105819125216
101674,0.14384565892422815
101675,0.10120016394238283
101678,0.10863772408719978
101682,0.08648192038641091
101686,0.10249611499450924
101697,0.1113600790574698
101700,0.09053138164336469
101711,0.08784510666488692
101714,0.07389928764836326
101715,0.10210419533306951
101728,0.1063626277947212
101732,0.08791878978418902
101757,0.1022600317835773
101758,0.10045788625091766
101759,0.10920754882902833
101762,0.07528708785327116
101764,0.08148238187750927
101780,0.10582979130818161
101784,0.092021692164271
101789,0.09540956725942949
101816,0.10013632318332233
101819,0.07049482304063986
101827,0.061414633887283576
101863,0.08186578480643432
101867,0.0992077460501828
101870,0.09456904262698604
101873,0.10320752861822859
101878,0.11012621891043914
101879,0.07650583436186459
101880,0.09222075595737829
101887,0.11223329315190922
101897,0.08562989199667653
101901,0.07394518863852349
101903,0.11920598731235578
101920,0.07536116453208841
101921,0.08979966321721625
101922,0.10094123484128995
101961,0.14996766651393853
101962,0.08726251773129938
101971,0.07869338891024145
101976,0.11247960149185235
102002,0.101808150410567
102005,0.08490771243453506
102007,0.12028377620391162
102017,0.087464938488816
102019,0.11233968646706242
102029,0.07829981808501871
102051,0.09051452733536958
102052,0.08292814906041358
102054,0.09810777700875482
102062,0.10861421621844271
102067,0.10197322868213743
102068,0.09759061059168236
102070,0.08275018254068708
102090,0.08764019069832485
102092,0.1331239958206437
102099,0.11957985995672489
